Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
24058,-16.522834,3.765248,-20.810895,6.086676,-4.678888,-3.821157,-20.423814,6.074671,-2.971394,-11.02693,9.968029,-16.74353,1.460773,-8.170904,-0.079403,-12.035051,-21.094119,-7.068276,3.680886,-0.084609,5.246914,0.546186,-0.506661,0.646362,-0.808154,0.128014,1.011514,-0.222293,12.97,1
156751,0.418744,2.062691,-4.990146,3.662911,0.502073,-1.252607,-1.677425,-0.065758,-0.461129,-0.030487,2.613018,-3.753188,-0.223607,-6.158146,1.963873,-2.96561,-2.270234,-0.492973,3.49903,-0.375647,1.052337,-0.806773,-0.250625,0.201724,-0.336846,-0.130815,0.41986,0.867269,266.98,1
144448,1.128286,-0.288827,-0.225237,2.600934,5.122099,-1.508208,0.227502,0.666976,0.701178,0.806554,1.662791,-0.704959,-1.49185,-6.979864,1.943011,-0.226549,3.679835,1.617829,1.492549,-0.97088,1.520143,-0.4305,1.913164,0.014146,-2.034402,0.152083,0.272168,0.507831,2.6,1
44856,-2.129076,4.531986,-3.516411,3.537037,-0.340942,-2.138871,-2.532338,-0.839246,-2.371328,-6.825147,3.834308,-6.5238,-2.574241,-9.737191,0.363743,-3.596855,-3.568943,-0.695348,0.600299,1.094837,0.703954,0.33974,-0.116638,0.064767,0.523262,-0.406146,-0.243456,0.665942,0.02,1
50871,2.616837,-4.544815,4.137086,-0.142159,3.610253,-0.713138,1.725362,-0.675379,1.868873,2.444244,-0.422008,1.052411,-1.321176,1.629533,0.800108,2.185107,3.643873,1.983177,0.120641,-2.280583,0.404077,-0.272952,-0.271552,0.60202,-0.37217,0.432437,-0.297284,-0.407604,9.05,1
85324,-1.125373,6.071033,-6.098992,5.881989,-0.808042,-1.130406,-2.327551,-2.311311,-2.080563,-2.932924,3.075618,-4.265854,-1.407794,-6.104211,-2.755194,0.927851,-0.390823,0.361611,-2.808807,0.734833,-1.094476,-0.630789,0.128516,0.116323,0.213988,0.357342,-0.000814,-0.04987,0.01,1
84940,-1.985072,7.13619,-4.987028,5.936668,-1.928387,0.986714,-4.835397,-0.263288,-5.72987,-6.417451,1.37818,-3.452642,-0.867672,-2.632257,-0.460426,-1.264946,-2.310432,-0.50878,-0.313768,1.934856,-0.241026,-0.00633,0.169018,-0.528439,-0.921919,-0.16689,0.045532,-0.189698,5.07,1
47782,-2.454686,7.938378,-4.744611,7.697197,-2.483681,-0.169898,-3.68039,-0.809798,-7.344517,-6.366181,4.075783,-5.611916,0.25555,-7.072606,-1.560879,-1.414528,-4.541902,-1.132109,-1.730459,0.456871,-0.59674,0.048252,-0.119586,0.042281,0.459319,0.465268,-0.60679,-0.015973,2.47,1
117570,-7.810836,9.443058,-26.968373,10.586898,-3.928845,-4.440341,-4.91722,1.175412,-5.190443,-9.188041,5.686392,-11.140622,0.212602,-12.984922,0.364567,-4.206723,-2.099569,-0.161612,2.613985,0.621537,0.628765,-0.72573,0.108052,0.414042,-0.056423,0.076178,0.040679,-1.231719,61.87,1
82238,-2.152258,0.519199,-2.492872,2.85707,1.247713,-1.934495,-2.838527,-0.494764,-0.849419,-6.684848,1.317023,-2.092168,-0.57041,-1.594194,-1.787022,-1.152212,1.925122,0.656042,-0.339011,0.883189,-0.988795,0.366275,-1.92089,0.4965,0.218241,-0.995778,-0.541979,-1.13769,3.12,1
33413,-15.22847,4.500878,-12.781397,3.282355,-14.44369,-6.192878,-21.165323,5.499482,-1.386059,-13.233523,4.980487,-10.72205,2.220871,-9.266671,-0.050497,-11.217946,-20.254881,-8.282359,2.210804,0.98692,3.897593,-2.998262,-1.748786,0.757713,-0.171106,-1.074503,1.452354,0.451997,116.24,1
129188,-5.535647,6.132372,-9.515834,8.315963,-3.336769,-3.284885,-5.028944,5.163079,-6.761154,-9.780105,4.068014,-9.205091,0.081566,-11.008689,-1.159446,-7.307153,-16.101683,-6.036451,1.496672,-1.329261,3.185368,-7.959504,-0.64046,0.166331,1.81757,-0.945921,-0.292401,0.007018,330.69,1
73308,-24.128294,5.989459,-23.739056,5.63761,-21.69394,-4.132219,-17.29538,5.253464,-5.418515,-14.648515,6.002511,-9.809379,1.084997,-6.934889,-0.190056,-8.592601,-18.514651,-7.006913,2.670778,1.195321,-0.810765,0.727975,-0.892525,0.270721,0.569774,-0.115247,0.729197,-0.284957,200.48,1
118066,-2.626295,1.205175,-9.599732,7.150953,-1.594273,-5.164925,-2.328613,2.240626,-7.496852,-6.639556,3.477636,-7.088044,0.594954,-7.271229,0.165939,-3.11336,-8.766061,-3.280331,-0.70057,5.39843,-2.259314,0.14729,-0.087729,-0.056803,1.53816,0.525527,-0.267612,0.280074,52.73,1
24806,-16.566514,10.148692,-11.168929,7.405188,-12.543548,-1.325109,-14.75512,1.835338,-5.541908,-14.993932,7.334145,-12.511114,0.087278,-12.554934,-0.478647,-7.532489,-15.629162,-6.125446,-0.551457,-2.482044,0.880918,-0.331585,-0.681799,-0.571235,0.067105,-0.348869,0.372682,-1.222605,81.01,1
149540,2.074325,0.282972,-4.108284,1.08586,1.115257,-4.130219,2.353235,2.558865,-1.84377,-5.936526,4.10877,-7.127895,0.585265,-8.74015,0.034345,-3.801943,-4.554413,-1.492506,-0.101326,0.350018,1.332715,0.379194,-1.36465,0.343554,0.250161,-0.395858,0.716297,0.329005,20.49,1
31276,-3.492132,4.914624,-4.39779,3.382045,-3.455181,0.695107,-1.065128,-0.023156,-2.719383,-8.149138,3.766629,-7.505965,-2.23048,-10.204109,1.73453,-3.387322,-5.671462,-1.852845,-0.15446,-0.198451,1.095648,-0.136891,-0.56059,-0.206873,0.644064,0.146413,0.536,0.801592,78.73,1
122902,0.080956,0.301851,-1.848372,0.819194,3.161283,-1.419745,-0.436973,-1.965543,0.448259,-0.205129,0.886861,0.502229,0.915599,0.413074,0.385084,3.434749,6.248546,3.700628,-0.593175,-0.284355,-4.401235,-0.0849,0.866528,0.344426,-0.057977,-0.121855,-0.118276,-0.119806,6.01,1
33237,-4.311213,5.189587,-7.823696,5.400444,-9.947037,-0.614996,-6.970457,5.071447,-5.348303,-13.717044,10.023287,-17.118621,-0.153795,-17.344839,1.581419,-14.590108,-23.543675,-8.620692,5.264026,-0.271056,4.571685,0.888117,1.094068,0.0883,-0.485005,0.530035,1.793898,0.513904,46.89,1
81703,-5.825649,7.667208,-5.743263,4.185226,-7.331064,-1.70866,-15.252896,17.499824,-3.84775,-3.79652,2.669168,-6.110142,1.575611,-3.624989,0.607994,-10.62081,-18.940665,-7.529163,3.040652,0.112027,39.70295,0.007977,-0.202901,0.367332,-0.452553,0.472827,0.223196,0.93552,0.76,1
0,0.189797,6.69557,-3.842866,2.383145,-4.302168,-0.956786,-5.079632,0.692302,-1.409018,-13.027549,5.796718,-6.793177,0.109613,-7.681366,0.041217,-4.718819,-3.688516,-0.239506,1.890808,0.267468,0.022108,-0.076171,-0.518535,-0.454341,0.461191,-0.976002,-0.618674,-0.91185,110.39,1
129436,2.47194,0.511122,2.063324,2.301195,1.961165,0.4084,3.02183,-0.184465,-0.909091,-1.123713,1.949403,-2.231595,-1.820234,-5.835376,1.377561,0.041529,3.157669,1.100328,-0.173293,-0.276656,0.743638,-0.718535,-0.033142,-0.658397,0.042494,0.230079,0.365628,0.27287,7.58,1
110218,-3.342183,2.686257,-3.210296,3.810383,-2.337526,-0.306456,-3.323446,-0.051183,-1.501132,-5.350332,2.901603,-5.977566,0.511208,-8.070306,-0.816804,-3.621091,-7.824424,-1.919904,-0.371946,0.220605,0.056796,0.922365,0.217102,-0.698033,0.711243,-0.253988,0.412155,0.302985,129.88,1
156275,-5.108632,5.716179,-11.252142,6.163692,-1.14048,1.632169,-5.527743,-56.307128,-3.186019,-1.475532,-0.118928,-0.040081,-1.212057,0.151966,-3.079803,2.454212,2.105765,1.362863,-3.915821,0.148082,-4.819676,0.000796,0.250161,-0.418752,-0.124921,-0.364106,-1.193986,-0.482111,61.47,1
50559,-0.151484,2.129017,-4.949788,6.391046,-0.330734,-2.281012,-2.198962,2.774362,-2.644606,-2.923319,5.578451,-5.636905,-0.849085,-9.537548,0.443193,-1.999345,-4.517943,-0.905871,-0.65924,-0.186507,0.927345,-1.449968,-0.753775,-0.472778,-0.665406,0.195332,2.025129,0.225972,0.04,1
55805,2.680492,-2.645106,1.812336,0.600811,5.025408,-1.767347,3.27922,-0.114976,1.048257,0.093305,-0.187458,0.408421,0.261553,-7.187468,2.198145,-0.349934,4.812923,2.180473,0.753402,1.105022,1.883497,-1.011156,-0.234089,-0.831335,0.24783,-0.309336,1.618894,1.320836,35.07,1
40962,-2.522159,7.151552,-6.601966,8.052257,-0.079669,-2.216208,-6.748626,1.242853,-3.446683,-4.791387,5.324906,-8.750147,1.144679,-10.224564,-0.453832,-5.716331,-4.64038,-0.97316,0.832421,0.428863,5.822739,-1.302818,-0.977662,-0.318564,2.116232,0.4468,0.958725,0.576639,0.11,1
65705,-22.801493,6.491677,-15.533483,7.699042,-20.14093,2.246677,-21.091996,-0.105497,-6.992653,-14.314991,5.857075,-12.154998,0.407677,-5.584473,0.303887,-13.851791,-23.471624,-9.424015,5.050657,0.424799,-0.62237,12.674236,1.075955,-0.058651,-1.141082,-0.000107,0.630695,-1.119852,72.39,1
45406,-2.320805,1.391915,-3.271221,1.228427,-2.518898,-0.576993,0.641656,0.216974,-2.014364,-4.778296,0.858762,-3.375637,-0.349404,-6.094873,-0.353629,-2.649401,-6.448063,-2.389019,-1.571616,-0.041572,0.79967,0.045048,-0.512586,-0.274299,2.335601,-0.698256,-0.296933,0.245147,30.68,1
99126,-18.798555,22.631238,-35.802199,12.353793,-9.224004,-7.883665,-42.512603,12.08004,-9.061024,-25.871362,13.542319,-20.419627,-0.073286,-23.031444,0.825964,-14.080347,-21.106323,-6.156958,3.443339,1.233979,1.041888,-0.155031,-0.051792,-1.25647,0.353622,0.048078,5.199078,0.65521,2.23,1
57580,2.380465,-7.24467,3.744607,0.625103,4.187031,5.785827,3.957431,-56.307128,1.326649,2.078737,0.462522,0.698048,-1.562101,-1.236625,1.095543,2.072812,4.305916,1.48703,-1.751501,0.222656,-25.359791,1.640778,1.009427,-0.779515,0.21151,0.494107,0.434955,-0.181444,35.19,1
65841,-2.630399,3.452794,-4.504517,0.267792,-3.489376,-2.162221,-0.67981,1.492207,-1.042938,-5.122202,2.192175,-3.676396,0.92696,-5.08887,0.438247,-5.486557,-4.878328,-2.663551,2.771552,-0.620497,0.213596,0.032913,0.238849,0.051724,0.225781,-0.265679,0.127717,-0.411076,611.71,1
23641,-17.112355,10.15554,-18.204604,8.181831,-12.535177,-3.822193,-21.861667,1.166565,-6.229077,-12.054714,6.688354,-14.858622,1.989034,-9.360811,-1.603888,-11.404005,-22.995071,-9.118107,2.137821,-0.318228,0.436435,0.061808,0.373442,0.741234,-0.722076,-0.302579,0.619985,-0.226777,30.32,1
62044,2.11214,-1.039163,-0.907658,2.306799,0.699216,-1.24506,2.356634,2.000889,-0.842374,-0.262777,3.256284,-4.014446,0.737113,-4.399665,2.090733,-2.631138,-3.094759,0.675488,3.079153,0.173348,1.312977,0.476338,-0.489272,-0.393343,-0.311206,-0.00987,1.417486,0.305421,209.18,1
46796,-10.36957,3.963427,-15.791615,9.780741,-1.736934,-2.333108,-13.084896,0.113736,-4.89892,-7.219033,5.904659,-9.534465,1.502642,-10.927122,-0.405162,-5.848804,-12.609406,-5.44056,-0.038903,0.014952,-0.080028,0.559073,-0.524739,-0.733798,-0.704154,0.031582,1.047782,-0.646117,117.98,1
37686,0.580042,1.163894,-6.260135,9.443861,0.141877,-3.275907,-0.291978,1.03357,-3.364827,-3.344285,6.895104,-8.141574,1.220747,-9.927351,0.705028,-2.486166,-2.253478,-0.522619,1.378911,0.266025,-0.375687,-0.399189,-2.944655,-0.836361,0.521068,0.752952,1.18676,-0.086801,737.45,1
58166,2.102138,1.307257,0.085561,2.979675,0.095364,0.333282,1.888609,1.645767,-1.380598,-2.592706,3.668833,-2.941941,0.470092,-8.794956,0.771231,-0.863741,-0.86183,0.211411,-0.383834,-1.640609,2.745184,-3.103017,-0.286744,-0.475571,1.143269,0.08213,0.769239,0.480553,176.84,1
102453,1.985476,0.058731,2.8733,2.298961,2.290154,1.812113,2.20786,-2.697139,-0.10791,1.904128,-0.704981,-0.173245,-1.333376,-0.66083,0.328058,2.041371,3.171747,1.640626,-0.634387,-0.813331,-0.52989,0.854039,-0.002065,-0.592618,0.18417,0.742439,-0.015206,0.521307,0.02,1
20106,-18.014244,6.334548,-30.419588,11.979848,-24.134154,-2.187188,-18.381515,35.270076,-13.878636,-24.525793,11.429131,-19.306691,0.266255,-18.375592,1.12583,-15.712642,-28.355296,-10.948147,4.870449,0.532876,5.497902,0.378325,-0.157766,-0.171494,0.269125,0.450436,3.125646,-1.472403,926.47,1
110264,2.077157,0.072174,-4.236454,3.046833,0.773901,-4.230725,-1.320439,8.694545,-0.296935,-1.839994,4.886158,-5.624856,0.221082,-9.159281,2.485587,-2.934942,-2.614408,0.566117,1.148977,0.484267,1.212783,0.165945,-0.056267,-0.139189,-0.53309,-0.246391,1.572298,0.741436,0.03,1
101232,-6.269938,4.569445,-19.62658,12.467666,-7.224629,-2.309584,-16.911686,16.854024,-13.659812,-22.436654,10.810839,-18.857356,-1.060126,-19.1844,-0.460036,-12.402091,-23.320245,-7.885755,3.282992,0.60565,0.396704,1.534736,-0.071401,-0.829203,-0.65017,0.615066,0.025215,-0.224626,10.75,1
47652,-4.392189,3.157116,-3.851935,4.309223,-6.769212,-0.305735,-7.850178,0.877863,-2.407145,-5.246276,3.881099,-5.989917,-0.126977,-3.161249,-0.709807,-6.535372,-12.014264,-5.542165,1.182999,0.334798,0.507475,0.994232,-0.01684,0.52546,0.094193,-0.11837,0.330335,-0.000155,199.66,1
172792,4.686997,-3.798472,1.219867,3.160864,5.663011,1.821355,3.044622,-24.634945,-1.755697,-1.542635,1.571502,-3.837044,-1.91369,-4.829796,-0.864542,-1.737254,-2.610434,-0.883856,-1.421914,-0.900468,-0.743475,1.681363,0.257672,-0.52959,-0.217943,0.158177,-0.860764,-0.177724,6.01,1
144396,-1.392002,2.897385,-3.080367,4.342944,0.270772,-0.681017,-2.242498,-0.245835,-2.455079,-3.452693,2.358166,-6.865852,0.945822,-4.612938,-1.188834,-1.193537,-3.305874,-0.659101,-0.998303,0.390856,0.862857,-0.632347,0.895013,-0.834634,0.633778,0.712512,-2.393094,0.184159,116.29,1
13021,-1.027962,0.751957,-0.360933,3.075256,-0.169215,-1.641974,-0.668634,-1.368213,-0.427982,-3.098513,1.881341,-4.683936,-1.60038,-4.438143,-0.154274,-2.371962,-3.24668,-0.715565,-0.129631,0.766893,-0.692415,0.429826,-0.062673,0.805729,0.52835,-0.615358,0.374948,0.715862,2.26,1
50002,-25.469023,14.024422,-15.150416,8.368924,-8.088911,-3.054045,-20.730556,2.442152,-5.132381,-12.96347,7.031892,-15.529992,0.540745,-10.778491,0.284647,-11.127094,-18.734821,-7.112556,0.918562,0.893772,1.238156,0.534739,1.280151,-0.082406,-0.709676,-0.898013,0.509287,0.371057,1.35,1
98014,3.303867,5.187191,-0.512117,3.627373,0.891611,-2.326323,-2.405928,1.503315,-6.192003,-7.0218,4.945513,-6.51831,0.018185,-5.074115,-0.588039,-2.466592,-6.354493,-1.133123,-0.184885,0.778358,-5.828297,0.914371,-1.596444,-0.125598,0.202396,-0.227579,-3.852146,0.031902,0.01,1
89417,-5.461531,5.324054,-9.824094,7.031777,-7.222634,-1.271662,-14.058822,2.440268,-2.001514,-6.187116,10.190075,-12.374264,1.120244,-14.53538,0.073637,-11.798635,-17.309904,-6.304284,2.626788,0.020924,6.100698,-0.282423,-0.38332,-0.140161,-0.577948,0.339718,3.260081,0.302587,328.02,1
139528,-10.432306,3.961972,-20.517164,9.445983,-6.337506,-1.868216,-9.263723,0.864331,-5.883097,-9.747866,4.424329,-9.041826,-0.969234,-7.883927,-0.30608,-7.019921,-9.659799,-3.120208,1.353279,1.919606,-0.10535,0.723267,0.699301,0.25293,-0.359272,-0.298355,0.118457,-0.734086,200.89,1
2746,2.398637,3.882543,-5.921164,6.865366,2.276402,-4.508604,-2.835144,2.086872,-2.955475,-5.260464,4.564817,-11.609905,0.486043,-10.273551,-0.32473,-3.492425,-3.956219,-1.528389,-0.441067,0.607108,0.380865,-0.728364,-0.00304,-0.290586,-0.489581,0.393144,1.686785,0.49548,0.01,1
153156,1.676291,1.406768,-3.629428,3.026058,-0.185063,0.2053,2.177507,-1.519864,-2.416969,-2.05221,0.256115,-4.011901,0.346235,-4.666969,-0.288269,0.408936,-1.346232,0.083692,-0.721627,-0.414645,0.038894,0.412694,0.220971,-0.556899,1.013414,0.682438,0.239959,0.221656,229.79,1
80824,-1.701151,8.911806,-6.614569,8.428179,-2.260528,-2.21317,-12.748202,0.728444,-4.090821,-9.508397,4.579777,-12.297949,-1.749099,-13.327181,1.037114,-8.284269,-10.331206,-3.618221,3.450964,0.607476,0.300997,0.135602,0.080935,-0.492916,-1.280549,0.156893,0.384088,0.274418,0.02,1
128459,-4.694405,4.343207,-13.165484,1.068595,-2.50518,-4.578603,-3.556748,3.76918,-1.66727,-7.886766,4.965334,-6.403805,0.499172,-9.566354,0.249334,-4.628391,-6.273386,-1.019047,1.895746,-0.031433,3.304511,-1.042478,-2.863911,0.151473,0.427373,-0.720088,0.064538,0.372901,38.73,1
67589,-2.846241,3.894114,-9.708075,0.274583,-3.043517,-3.92871,-5.591456,1.750812,-0.102502,-9.135326,2.428895,-2.608046,0.093673,-5.027532,0.510532,-2.401346,-0.938119,0.230845,0.159668,0.030302,1.333576,-0.1877,-0.262669,0.712408,1.190643,-0.177001,-0.007139,-0.191215,62.95,1
38947,-17.308222,9.838573,-14.729308,9.603542,-8.89534,-0.135228,-21.537787,0.347166,-3.939537,-10.588872,8.314297,-9.01868,0.865994,-9.747971,-0.807183,-5.157322,-8.504147,-3.445608,-0.589407,0.824556,0.677255,-0.029619,0.340208,-0.852173,0.247917,0.555873,0.662945,0.227122,8.44,1
82529,-13.767376,7.149634,-10.195617,7.503099,-7.93971,-2.380061,-7.369087,0.790377,-3.783562,-5.865258,5.126599,-7.349488,2.152891,-11.42423,0.125007,-6.071743,-11.657498,-4.694648,1.054191,1.293085,0.573894,-0.38313,0.012854,-0.042781,1.198419,-0.250077,-1.206386,0.326351,10.64,1
74055,-1.274223,5.189119,-6.254411,5.602431,-6.757926,1.399279,-2.229052,0.260799,-6.496277,-6.852669,4.194835,-6.673426,0.762395,-7.245042,-0.826338,-2.800079,-10.694955,-4.078199,-0.944831,0.1187,-1.537924,0.902578,0.344256,-0.416082,1.031363,0.514515,0.360861,0.097216,461.3,1
55335,-1.023066,6.597313,-6.36302,2.905104,-8.450475,-0.400864,-3.087681,3.192441,-2.385222,-5.736567,4.737045,-7.150041,0.169114,-9.572169,0.582364,-4.119634,-11.066465,-2.121582,1.283287,-2.8534,1.685657,-1.537533,0.538897,0.269285,0.49442,-0.337516,0.405655,-0.051971,18.1,1
81005,-2.738963,0.629949,-3.15013,3.886748,0.552885,-2.48629,-5.986,0.689084,-0.581044,-3.455626,1.985404,-3.120308,0.430925,-1.976991,0.035652,-1.319632,-1.839195,-1.370685,-0.98481,-0.387764,0.299196,-0.69987,-1.641826,0.599123,-0.352354,0.159478,-1.465926,0.060933,0.02,1
110912,0.093408,-2.311197,-0.54969,1.649017,0.974645,-0.856321,1.039399,-0.137241,0.625994,-0.721208,3.363635,-2.18674,-0.082586,-5.636393,0.851638,-2.705049,-1.959934,0.545241,4.169672,-1.482834,0.214871,0.811786,-0.036326,0.321619,-0.563181,-0.429336,-0.288891,-0.150233,1.88,1
43302,0.712928,-1.379934,1.517773,1.284437,2.232601,-0.809232,2.510785,0.607438,1.29197,0.946437,1.824624,-1.451012,0.758161,-3.598647,-1.378942,-1.903331,0.931188,0.49928,0.757927,-0.392326,1.580193,0.335062,-0.126064,-0.140565,0.407401,0.234533,0.810388,0.186106,542.97,1
144749,-5.582016,4.338797,-8.614774,4.302233,-6.039696,0.362434,-7.172917,0.908736,-2.499746,-4.470267,1.20466,-5.478821,-1.928589,-4.803526,0.377157,-6.909172,-11.758944,-5.999484,1.833414,-1.333636,2.855897,-0.019769,-0.301382,-0.300164,-0.594869,0.077333,0.020745,0.054612,600.57,1
77483,0.136087,1.67772,-3.838672,3.724072,0.541675,-1.410355,0.179889,0.2062,-1.666809,-4.088022,3.400001,-5.187678,-1.634272,-9.908342,1.234951,-4.007167,-4.200059,-1.241245,1.822496,-0.701241,0.884224,0.314532,0.288755,-0.549676,-0.255927,-0.277277,1.108053,0.08664,30.52,1
148096,-0.928886,4.471893,-1.808074,9.131543,1.23987,0.811618,0.04196,-56.307128,-3.899243,-0.547699,0.521235,-2.48638,1.130819,-6.177599,-0.463638,1.227906,2.890643,1.909788,-0.106403,-0.251177,-0.157372,0.597964,1.379625,0.169551,-1.608995,1.142467,-0.70254,-0.038791,29.87,1
59136,-22.912918,3.708128,-9.443883,6.617486,-7.591363,-2.016102,-4.275435,1.98628,-4.676717,-7.188959,4.028962,-6.044134,-0.6667,-6.863843,0.528295,-3.807903,-7.427891,-2.015645,0.291954,0.264466,0.436192,0.580076,-0.039377,0.487721,0.486782,0.031631,0.106064,-0.167655,50.51,1
47754,-9.086026,3.711816,-10.897783,4.82232,-5.190837,-5.082037,-12.381542,1.991037,-3.222831,-15.753014,5.93481,-9.185791,1.428719,-8.283988,-1.870952,-6.86397,-11.461228,-4.334035,1.265104,0.796401,0.259522,0.324281,-0.925761,0.904196,0.050929,-0.358802,0.051125,-0.601484,68.35,1
91126,-2.583704,1.408365,-3.406579,2.677149,-0.105067,-3.844261,-3.025339,1.312795,-0.82302,-6.618559,3.527432,-6.664913,0.73235,-9.581167,0.045812,-4.752902,-6.409719,-1.480348,1.650395,1.268245,1.106642,0.513798,-0.248536,0.815045,0.299181,-0.539414,-0.449094,0.863084,1.51,1
103831,1.405751,-4.135129,1.233974,0.621555,4.341142,-0.766328,1.892253,0.217449,1.405507,1.184988,1.702147,-0.169717,-1.075621,-4.270151,0.487434,-0.327087,1.335894,1.137871,1.025692,-1.826561,1.134422,0.075828,0.72919,-0.341472,-0.477534,-0.031364,0.411523,0.26992,21.56,1
72580,-3.371785,6.018208,-7.411599,4.912122,-4.125968,-0.810347,-4.692001,1.898048,-4.416313,-6.688625,3.768581,-5.626804,-1.021877,-5.873126,-2.397779,-3.471331,-6.74802,-3.184466,-0.549307,0.172441,0.86795,-0.053701,0.810891,-0.699317,0.820556,-0.042454,1.295209,0.049309,65.39,1
16843,0.211267,8.302884,-1.525775,7.348311,0.926082,-1.687167,-4.80853,-3.155891,-3.280325,-6.018214,5.710606,-11.890538,1.423694,-12.427381,0.355867,-5.484201,-5.482812,-1.030864,1.174355,-0.143226,-3.563974,1.301857,-0.085612,0.171076,-0.387954,0.273114,-2.525417,0.385025,18.48,1
56907,-2.827543,2.088518,-4.911402,4.398699,-2.447613,-3.534245,-1.996487,1.520924,-3.714103,-3.84679,3.42238,-5.746277,1.089653,-7.926563,0.577751,-8.102901,-15.761934,-6.843782,1.996263,-0.332069,1.148797,0.382814,-0.752463,0.620526,1.599005,0.043599,0.6313,0.34899,61.23,1
91072,-4.810162,4.170734,-9.087703,5.965518,-9.422372,-2.402121,-4.302948,2.443353,-6.391632,-16.666335,7.37598,-16.596247,1.833022,-13.754734,-0.918439,-12.741602,-21.734143,-9.01338,2.60656,0.141067,-0.080771,5.43171,-0.494207,0.526089,-0.652111,-0.139365,-6.542001,-1.150567,7.57,1
68748,-3.574669,2.693399,-1.710666,5.763046,-1.272364,-1.966464,-2.883601,1.772705,-2.350471,-0.457208,2.39813,-2.135624,-0.618397,-4.024946,-0.301799,-1.577241,-4.529336,-1.393341,0.349288,-0.174028,0.07113,-0.09195,-0.178419,-0.00505,0.338546,-0.315346,0.57095,-0.413221,27.58,1
50615,-5.938915,3.675267,-10.839595,8.436632,-10.821826,-3.100958,-7.905726,2.096234,-5.739279,-8.48046,4.887505,-8.355861,0.301426,-8.535675,0.177708,-4.642472,-12.726209,-4.840606,1.14016,2.535581,0.595703,-0.387384,-0.006294,0.478695,-0.051937,-0.103144,0.313633,0.084462,13.93,1
93180,-13.026415,8.997758,-17.504359,1.996103,-5.765142,-2.707087,-16.05704,-1.289329,-2.272136,-15.058273,4.185259,-8.275222,0.440818,-5.761174,-0.607487,-6.248997,-7.311384,-3.760926,0.44147,-0.049814,0.109694,0.022685,-0.131764,0.198137,0.571067,-0.196278,-0.106035,0.011003,356.65,1
63430,-12.388826,3.108752,-4.60394,6.685045,-4.312281,-0.159321,-11.851892,-0.203403,-5.380858,-7.033581,3.172848,-6.768142,0.006836,-4.963049,-0.81514,-6.055147,-14.232851,-6.475253,-0.053431,0.073825,0.649483,1.004929,0.323567,0.738113,-1.561559,-0.10256,-1.186692,0.148383,50.0,1
25702,0.015242,-0.373268,-1.136499,0.197928,-2.2112,0.101652,-2.022262,0.555511,-1.856994,-5.56504,3.022962,-2.742567,-0.168923,-4.488299,1.536627,-5.025754,-8.711548,-3.613908,3.293715,0.564132,0.078417,1.486925,-0.119571,-0.233178,0.245908,0.402954,0.531708,0.228023,62.41,1
159165,-6.44631,14.615895,-23.669579,7.668196,-9.22479,-0.782815,-16.051102,0.458136,-2.190676,-3.774058,2.987993,-5.53419,1.962296,-2.727381,-1.41166,-2.071045,-3.637551,-0.991264,0.740739,1.231593,-0.164991,-0.190841,2.136651,-0.540447,-2.032286,-0.180393,0.623892,0.235061,1.6,1
146296,-2.382755,2.18314,-6.802171,5.84237,-5.480595,-0.734756,-4.022486,1.660451,-5.129634,-6.255594,3.332563,-6.031624,0.464508,-5.693151,-2.399254,-5.587004,-12.963037,-4.734864,1.430674,0.911583,0.520035,0.834686,0.107233,0.66357,0.17046,-0.234478,0.785444,-0.951578,254.36,1
22276,2.791973,-0.765889,0.026279,0.298666,1.350433,-0.191938,2.43549,-4.117397,0.583672,-1.927848,1.142819,-1.292187,0.168621,-3.287319,0.993784,0.31249,1.903597,0.942746,-0.333142,0.231229,0.356847,-0.500954,-0.249199,0.139071,0.458976,0.285858,0.405835,0.311901,31.3,1
7760,-19.567766,16.673248,-20.716983,8.763664,-22.001289,-1.363009,-18.208462,2.649752,-6.961882,-22.383694,8.779205,-17.485633,1.7459,-11.41635,-0.695508,-13.190723,-20.979592,-8.946991,2.509038,-0.000987,0.626762,1.964291,0.458839,-0.220541,-0.074217,0.492395,-2.423033,-1.702504,34.44,1
40775,-8.081386,13.141982,-7.164124,6.436224,-3.241596,-1.947019,-17.002136,0.744528,-4.044268,-6.809985,5.881953,-7.959431,0.336801,-8.091257,-1.367012,-3.958606,-10.191074,-2.490459,-0.172483,0.3594,0.692826,-0.531733,-0.001484,0.12355,0.422788,0.222068,1.652553,0.126144,8.96,1
172587,1.629382,0.0123,-0.482084,0.658078,3.936065,0.163301,-1.453696,-7.15226,0.718029,-0.679914,1.778487,-0.504248,-2.501897,-1.616478,-0.686639,-0.110149,1.674646,0.935208,-0.234692,0.042973,-0.36236,0.191817,-0.772457,0.0797,-0.371217,0.070325,0.490748,0.447902,0.21,1
86659,-11.290746,3.355644,-6.777344,8.038628,-5.940242,-1.195343,-13.138698,0.691633,-5.735966,-6.950478,2.858726,-7.432984,1.135091,-5.087023,0.561712,-8.668395,-17.830428,-7.476663,2.54696,-0.41194,0.902655,2.749994,0.079405,-0.227149,0.026235,0.633957,0.498795,-1.338227,150.9,1
